ra,dec,source_id,catalog_mag
67.46638077265650,68.4118408955103,495808658126857600,15.9714
67.462259336411,68.3358190152613,495805978067269248,16.5156
67.95027541475220,69.86335069293350,496970944997470400,16.9492
67.9395216971548,68.1049090766023,495785808901093504,16.311501
67.0134265875873,69.25427031527720,496659714486398208,16.609699
68.192120004908,69.0208615688848,496685175053361920,16.678499
68.32258204569100,68.7817238390098,496663940735093632,14.2928
68.3265694150951,68.7825754212774,496663940735093504,14.4405
68.4946967217617,69.47853123556480,496748156453601664,16.6506
68.7972070657301,69.0979559290364,496689160782925312,16.5539
68.78342456633620,68.0758919106131,495729871247337088,16.218901000000000
56.862039948004300,69.8916855147541,494533087199702016,16.762899000000000
56.7271950284274,69.01901619850120,494422345763555200,15.6677
56.113985605873800,68.2950330764204,493543561094935040,15.5834
56.1725727659481,68.8054023929597,494413137353731840,16.984699
56.5983975508751,68.31840366129250,493589706224454016,15.0216
56.5461764997225,68.68286038693970,493657497987670784,16.9282
56.3702583658811,68.6890277700517,493658047739277056,16.8554
56.5549699287805,68.7250912690742,493658356981123328,15.7637
56.4506216922653,69.2481199774706,494440350266425280,16.9604
57.1792739261689,68.5917360900856,493647739822365056,16.316
57.1885984905665,68.69618506006740,493649079852102528,16.241301
57.128481725743900,68.6021838184212,493646331073092608,16.616899
57.4249023944742,69.6217709764993,494475500278628608,16.500799
57.3662044180671,69.60703519205880,494475087961773440,16.984501
57.22208396763680,69.0759367646108,493696187053015296,16.986099
57.3022821917016,68.4179427960892,493593691953977216,16.886101
57.56465949353,68.86727692734960,493675571210271872,15.0689
57.5370513053894,69.65159405583420,494850880420711168,16.434299
57.96120391096020,69.6513240686701,494839919664153600,16.250799
57.9808397232482,69.554307606762,494834800063156416,16.0833
57.8068172067115,68.855222778399,493674780936270976,16.7388
58.25943430055300,68.95267787249910,493635748273395456,16.7456
58.6844853204008,69.3688670434019,494067340946761856,16.966499
58.62611529907620,69.3605106405328,494067306587035200,16.618401000000000
58.40917206844790,68.7154559681627,493616506820003840,16.5602
58.9597407929468,68.424430088231,493419110122657408,16.227301
59.1963414223168,69.650017867617,494112042966187200,16.006001
59.1514718088033,69.1532876114157,494016385454821248,16.488701000000000
59.5237229160089,68.31384864789870,493730546791384192,16.944599
59.6005872573395,69.1739278905241,494005596497249024,16.580299
59.805669754827200,69.1104539003984,494001610767601600,16.7516
59.672614128659900,68.73166312000630,493804969984119168,16.5811
59.711478423767300,68.45829062096620,493780024814551168,16.3067
59.98646631865020,69.2570089614157,494029854472497664,16.913401
59.8934411250075,69.36194543262000,494042395776980608,15.5828
60.140353777814200,69.1371656926042,494024631792285568,16.807899
60.151805616222,69.7806318254783,494105033579424768,15.6776
60.3215480943867,68.7872559611705,493793871788909696,16.8235
60.2669989807948,68.5650616990482,493739995719244928,15.5858
60.442166508495,68.24723293145230,493720445028240896,16.405199
60.3094799213478,68.0718525847919,493709518631521216,15.3652
60.5521692305695,68.4105012163437,493723979782474624,16.541599000000000
60.6189302045637,68.562798568481,493737831055690880,16.6446
60.545711290465400,68.88439346305180,493818095404392192,14.494000000000000
60.5417264558491,69.5173443498325,494052360101036416,16.414301000000000
60.6551666964935,69.7087761243222,494057479702012160,16.068501
60.91975172594030,69.8879646115436,494154923919646976,15.1478
60.99554187853250,69.5901772090906,494134239357216128,16.976101
60.80765967605620,68.79211799678760,493814899948737792,16.371401000000000
61.28564832525070,68.0919204208316,490698540397671040,16.034901
61.1007395683941,68.1453335583115,490711528378771328,16.940001000000000
61.3492269299478,68.14965349374540,490722420415817856,15.6111
61.372113149151300,68.17755138604820,490734205806066880,16.367901
61.3662868818752,68.6878431697019,493756900710777280,16.799999
61.291489109590200,68.6432870126614,493750750317219200,16.8883
61.5933375942004,68.8186572010116,493771194361448960,16.442801
61.5298728233185,68.5245697782238,493751368792907648,16.884001
50.1403513665652,68.7094000694628,493095200869010880,16.3214
50.1267331059129,68.2453149052605,492979339831624832,16.382799
50.50563800703870,68.6777981902993,493088397641169600,15.5904
50.5313118275109,69.0269151074086,493108876044822016,16.9475
51.1685769718739,68.336153514588,493029951726332288,16.987000000000000
51.50126552188460,69.2906735178306,493142514228800128,16.587099
51.378675028499100,69.1239773157181,493135814079858432,16.8018
51.3071871136263,68.6286808210335,493060944210175232,16.546301
51.655871523493800,68.3399778975742,493016139111462912,16.787201
51.5754855403456,68.727083593211,493063108873626496,16.5397
51.82483394430590,69.3904692871846,494641556596894464,16.9778
52.63543367846600,69.1374031915617,494576380470447872,16.456499000000000
52.55734717588200,68.4084930812728,492855404254783488,15.9142
52.555457341275200,68.0524393141676,492829183475967104,16.929899
52.8724976269434,68.26950880552490,492840870085474816,16.304501000000000
52.7345610612634,68.27417604037040,492841827860460800,16.150101
52.9373935296097,69.6727709443978,494663551126465216,16.1548
52.092159086531500,69.7581473113015,542695132470168192,16.256001
52.0272567206254,68.80578629076610,493066751005822080,16.706301
52.0410074783907,68.1388096980574,492821834790497216,14.6138
52.2639848447324,68.0756733344221,492833001705473024,16.1038
52.3336245843009,68.7921364794289,493055549731096320,16.3992
52.2829833839588,68.9605533888418,494570573674731392,16.4382
53.0285178146272,68.4864991379521,492856778644280576,13.755
53.2862079725341,68.2781320075032,492839049019633024,15.7476
53.37293018009980,68.3424882604311,494340707025553408,16.8202
53.3968535714762,68.6330770223801,494360390858382592,16.9666
53.6223103269316,68.6587333707634,494354828877848320,16.573601
53.970810705029,68.5206802915591,494302395917130624,16.713301
54.11399916733730,68.9365021396109,494393827180712320,16.866199000000000
54.031716911019300,69.03117578132730,494395334711051904,16.9828
54.06410828398110,69.17149842187680,494401351963129280,16.499599
54.030070537963500,69.65653960870220,494619879899605120,16.684
54.404103546907200,68.2762602588101,494283871720346816,16.999901
54.3798896583531,68.7852897360538,494377300146609408,16.1742
54.5140162584645,69.28478114349850,494408945465434112,16.8291
54.72690516029450,68.4951734216751,494310951491928704,14.7567
54.791039909809700,68.2504270179734,493530607473334016,16.068899
54.578008959991,68.1825240726979,494279409252271872,15.6542
54.8338342824672,68.6599812994883,494326275935151872,16.6029
55.0098281267459,68.2378453337131,493529984701704960,16.316
55.1649387880661,69.6815481214591,494701587356617472,16.909599
55.2822158450581,69.43432289761540,494501888557526400,16.6383
55.3241402462123,68.3599899193001,493555793161490880,16.7017
55.1149427690286,68.1992969159103,493550158164461312,16.1695
55.391838454837200,68.0239606774312,493532634697928192,16.843599000000000
55.5292052938207,69.0908621132386,494434577830185728,16.830999
55.71151801854430,69.3963667742686,494494982250093312,16.3668
55.83275537936340,69.2638682628848,494443167764681728,16.585501
55.7611250324572,69.2527783713876,494489965728350080,16.071699
55.7544478958466,69.2343831739447,494437154810487424,15.1638
55.9193206494865,68.9806796557734,494418944149495040,16.5842
44.9794242229196,69.58495610704450,542122939746645504,16.0769
45.8974816112296,69.1650366557883,541347749689570816,15.7017
45.202609497165,69.81336529760610,542135652849811200,16.9851
45.0720781916804,68.7939434775678,540960755956101376,16.785801
45.4284507212566,68.7764067435373,540914439028769280,16.886499
45.28890796060680,69.3751011302339,541368915288369024,16.8109
45.711599626374900,69.6092201701572,541378295496846592,16.4184
45.75142566809860,68.1352302211853,540676051165106176,15.3926
46.0202057972264,69.1678839179081,541348986640145920,16.0161
46.2245454541134,69.064601972623,541297653191045632,16.8978
46.408306151832300,68.881928089802,541281710272478976,16.7649
46.3455678246854,68.1416576079459,540684331862019840,16.377199000000000
46.5961564174268,69.52935781479790,541383586896544000,14.4731
46.9089439590941,69.6338309770847,541385167444461184,16.6518
46.8241751682278,68.0822773479119,540634063564783680,16.1213
46.905699347769,68.1503182363929,540687080641053440,16.9314
47.103844951300300,69.5782578225101,541343523441568128,16.0854
47.1153468348936,68.53653741447580,541071428674527232,16.5222
47.14425516592810,68.22132832334730,540642344261961600,13.8107
47.4332435221757,68.6588379775562,541079606292205312,16.4387
47.4838369072285,68.743760839838,541080499645379456,16.487101000000000
47.6122666871797,69.1898125805165,541313974066890816,16.690201000000000
47.3560386681395,69.7740988034778,541393585580299200,16.804199
47.684658403897300,69.6923498215104,541436088577277568,16.765499
47.7465117456915,69.27225921524370,541320639856122624,16.7309
47.728125791243,69.1441441562872,541125923219653888,16.3846
47.87851878651420,68.64035312167420,541076582635576320,16.76
47.8785040743794,68.16065707736360,541001094290621184,16.173599
47.9988418753081,69.63600888922850,541423444193708480,15.3096
47.046467775121,68.9966528480744,541287001672322560,15.5424
48.0391836220129,69.4178884819698,541323453056898880,16.7651
48.2266465195793,69.6176034389746,541423714773330176,15.4669
48.4947300568864,68.3363168997219,541010440139336960,16.521999000000000
48.42667424855290,68.30255683120280,541005870294153856,15.8489
48.6692129024543,68.622022614486,541049988198026880,16.9023
48.6522169921599,69.2382940224123,541211822564755328,16.2878
48.76840231001860,69.321024835143,541224329509483776,16.601999
48.6379098980715,69.5331223768565,541231854292099712,16.8148
49.05759670996860,69.0771653530044,541159183445607296,16.620501
49.4321142385359,68.7478277582443,541043215032510848,16.9841
49.2321433626466,69.0908640431972,541159458320753408,16.2966
49.4016636444429,69.1808919092188,541161622986980800,16.8048
49.2887882354905,69.2559310151916,541209176864856576,16.167101000000000
49.3422388071111,69.5150221971746,541222714601657984,16.879999000000000
49.4568564067579,69.4046458694384,541218385274663040,16.8598
49.6621903349794,68.6586446089595,493003322928556480,14.5782
49.6427557973236,68.0350715261273,492968997550126016,16.633801000000000
49.9893584768556,68.60855883585710,493093104924999296,13.0129
50.9787554540914,69.5761253196371,541199968455090880,15.7839
50.0256019965429,68.6287419736252,493093139284733312,16.3148
38.5416469329965,68.4256361554164,517798444006027776,16.128799
38.6626685609118,68.5125464328881,517805693911040896,15.247
38.5370661001258,69.26367381153360,517910559832097024,16.544901
38.61917447963420,69.8032286363415,544950093380040000,15.6226
38.9172723283734,69.4741759546116,541934270422954368,16.993299
38.72358929577950,69.4552873600566,541933617587930880,16.712
39.9695214527778,69.8234500599678,541965743943368064,16.128599000000000
39.9187730713376,69.4488551340781,541922622471856768,13.0585
39.9216779053409,69.1283861524381,541864142197242624,15.9488
39.1187538945406,68.8216086851254,517834556091152384,15.9529
39.3197480477334,68.8423165525096,517839675692158400,16.419001
39.37128808141320,68.7362847451417,517830256826656384,16.9694
39.8682217202208,68.28265350142710,517619739006292992,16.487801
39.7784291773758,68.7506710898042,517823698413830528,16.658501
39.66293671750810,69.3969099892923,541923515825077632,15.6627
40.5685371187944,69.6741888454529,541954130351832832,16.993601
40.864358786634,69.6361686798641,541906301596028288,16.767599
40.44765116694920,69.8288070255054,541960555623259200,16.495399
40.2485534407512,69.5061758766286,541945540417321856,16.568501
40.4909322793694,69.31922288962340,541893313615051200,16.757299
40.1993614233187,69.1551120818164,541867058477168000,16.735701000000000
40.1980839701424,68.77969463584710,541840743215485056,16.657801
40.3077944758558,68.7004968916564,541839403185694464,16.986401
41.01339572533570,69.119092969769,541874999874692416,16.942699000000000
41.30583117238050,69.7897981000866,542002783740844160,15.4716
41.0896923031029,69.21711035402880,541877886090608384,16.6695
41.3293538002151,68.85381427521730,541657640169220096,16.958599
41.197406024018900,68.1936770833075,517560399738317184,16.677099
41.5564616848782,68.7960595076042,541644652188121600,16.319401
41.681093438236,68.9302468859149,541669906595802368,15.8546
41.39822110230790,69.3279014132632,541883826029605120,16.150801
41.570696901784500,69.490912794412,541887575538895872,16.306801
41.8525458018194,69.5227352595105,541980926649843968,16.837099
41.8271725356034,68.4011003887683,541585652220441088,15.7569
41.8615270045902,68.1276496044067,541563116529295104,16.485701000000000
42.0397931812169,68.4749682566163,541587580662944512,16.316299
42.5029145501638,69.5134788577839,541796655373413376,16.688299
42.34770370305070,68.2406091848335,541568334912057280,16.861
42.40649049540860,68.19139572702010,541567274057617600,16.159201
42.9419297534417,68.0326373985458,540800639575077760,16.458099
42.8789451673008,68.0103892979844,540810878777115904,16.978001000000000
43.6777441538362,69.55281272946070,541759585512221056,16.011
43.72643004866860,68.7933068055789,540950310595463680,16.3638
43.65354101902770,68.79275575523830,541700830359777792,16.2094
43.6568577087103,68.79209228184180,541700830359777920,16.1793
43.61741219213,68.5673290937767,540849705278674048,16.4872
43.681471007563500,68.5622543118859,540849670921627008,15.824000000000000
43.660650123794,68.23351209846130,540832250534336000,16.6833
43.984049766657,69.81711023131,541816828836302848,16.5166
43.0924603962726,68.8306507502149,541610326809605120,16.574699
43.4776292308193,68.1439603588877,540825653464586496,16.587999
43.182342063241400,68.25054003422840,540837645013266816,16.8633
43.2086168878924,68.6631506963155,541605275928113920,16.502899
44.0306489242058,69.3052991753208,541740275339383808,15.5097
44.31158370984280,68.2610766709435,540783425346297600,16.7437
44.335521696483700,69.6406899797217,541764292796555264,16.382401
44.48308565527010,69.6815158613308,542139569860012480,16.6196
44.90624475930330,68.5902929353848,540888669225081088,16.7822
44.747508319414900,69.4015118886017,541746013415675008,16.4492
34.0920642237724,69.32804400078010,521064371497462400,16.753099
34.4176214989014,69.6564845176783,521078665148340800,16.928499
34.4512854057363,69.54480189131410,521073682986359616,16.132601
34.23531814990280,69.05577821332580,521024342402469120,16.400801
34.6587502240915,68.0765147293111,520414457047143040,16.2323
34.669184290329,68.3511099978299,520427754265756160,15.6958
34.6673795232943,68.5357744962155,520816843943059712,15.2745
34.8138038541992,68.6020209146921,520807154496802048,16.9823
34.7780740705691,68.9384877169791,520832546343052800,16.4636
34.56641038582740,68.9762929765619,521021181306580608,16.3512
34.6004142272292,69.4271564744458,521060037873252480,15.8183
34.6726154125552,69.44328974516690,521060110889780992,16.5527
35.7549520257619,68.24430578474770,520736888832295168,15.9961
35.9625497409486,68.3041089733632,520743211024127872,16.1327
35.824458125438800,69.1575390978684,520850997522686016,16.1562
35.9912903570944,69.6289301650166,520971600203257856,16.9977
35.4004734941712,68.182594355991,520747471631407232,16.298901
35.2008102951415,68.25284706834970,520375729326266240,15.9955
35.1734924930332,69.0230670706042,520853952460265216,15.9553
35.3776390514078,69.2741610010024,520867524556813696,16.892
35.3498674742457,69.4602505706441,521151026757216128,16.780399
35.5607973532438,69.3459588889431,520961876397373696,16.7155
35.6635857469087,69.20537870838220,520863263949270656,16.8582
36.7104216732136,69.48671357572720,520952938568696704,16.084101
36.7556506602007,69.4646422312252,520952564908551296,16.4417
36.6441311375558,69.4617790372671,520952427469605376,16.5268
36.800520862666500,69.3597525628564,520950915641163776,16.060699
36.7308980696136,68.67357165096020,520777948719447680,16.495899000000000
36.733409498294100,68.0357974445582,517730136847413120,16.069000000000000
36.213363962565300,69.8715212663036,521000561164806912,15.6697
36.4548403407223,69.5684838510219,520957237832922496,16.153799
36.3800234626237,69.7397884556328,520994518148720384,13.5452
37.44362947795210,69.2043635807956,520886903448637696,15.6628
37.0704925309396,68.19445203453750,517756078445000448,16.379101000000000
37.0015110881809,69.77953960239410,520988676993380608,16.443899
37.584038279469,69.2743898818581,520910955265454976,16.568199
37.66464256042020,69.18084475031970,520909134199364224,15.3512
37.66220374302900,69.1803761883665,520909134199364992,15.5791
37.6216250080242,68.8753660314087,517875852198044672,16.745701
37.7228939872575,68.1570868493977,517741303762676608,16.8141
37.752626409882000,68.0190927887831,517693062690065280,14.4585
37.9731052404209,68.6694295274604,517864071106254208,16.723
37.8246186835499,68.6703826754045,517863899307974912,16.7381
37.820173142689,68.7132420956723,517865136258135616,15.5088
38.1826697056751,69.8599531233363,544957377644307072,15.0866
38.278510164107,68.3850059954686,517797340196736256,15.9727
38.3189304680834,68.3757102084484,517797310134677504,16.9932
38.17628447600790,68.3300013891723,517796687361657216,16.848499
31.9578979349166,68.63031058768950,520671880206316480,16.494499000000000
31.934107490924,68.7004293488859,520673082796573056,16.9557
31.9689926151463,68.9666752087786,520712459056361728,16.2041
31.91568781918770,69.8310289310943,521881201261090560,16.924999
31.2031356780208,69.32919639503070,521475623205561856,16.9732
31.4434856923278,69.2885662556873,521474381956817920,16.632401
31.6444847546883,69.6344489987779,521872237665673472,16.974199
31.6869799254092,68.1853599842036,520561963402858112,15.3078
31.708893361763100,68.0351724923597,520508117404975680,16.824301000000000
32.0430944125772,69.2222946338034,520724794202403968,15.6231
32.2171090620627,69.7002857023851,521864850321893632,16.184999000000000
32.3616177548692,68.5867750076197,520667894476119040,16.997999
32.2478395414322,68.27991941611240,520610376274229120,16.820601
32.595339300465700,68.1588676695371,520593986679054976,14.3125
32.68012037987810,68.2237291643029,520596013903599232,16.9925
32.714047433944400,68.2872429985388,520608417769131392,16.365801
32.523819784082,69.358408778801,521100071265182720,16.3235
32.889709797468,68.5203884130937,520618240357795328,16.2519
33.375759889760300,69.4092515059346,521091515690272000,16.9289
33.47703529994670,69.288131119663,521089591545486080,16.653799
33.3306713430519,68.2983783589722,520600205791981696,15.9005
33.9180401098439,68.22484537908320,520430984080706560,16.773199000000000
33.8477325489546,68.344707700892,520436584717986816,16.189501
33.6954759925212,69.87267334921190,521131098109025408,15.6634
33.1207137476096,68.4967148190545,520629033612390272,16.870399
33.2793721470575,69.35268585027640,521090931574757248,16.1106
33.1036631819858,69.7561933656018,521135358716224768,16.827801
34.0752020646439,68.5446966918198,520444659256412800,16.055799
30.0352095834376,69.40627185823360,521516614373163904,15.8684
30.1301193006383,69.3058380646831,521512697363027968,16.9167
30.2435258079994,68.9531124114991,521360552442048256,13.374
30.2431502550447,68.6526319231139,521335572912350080,16.875299
30.6056259345142,68.254695911123,520552411395580800,16.580799
30.5318799644903,68.4973940888717,521330384592192256,16.9937
30.6310826488198,68.50596600551970,521329972275329408,15.7384
30.46765808894670,69.01895505874270,521451880626495616,16.630899
30.37331034332630,69.2946060690245,521465212204604032,16.814501
30.6270168931636,69.8597965822743,521553757250154112,16.317801
31.0516213436798,67.9456641875877,520531589394350080,14.3982
34.3253069082701,67.9579069296923,520389546236424960,16.067801
40.3251785373361,67.99691322886600,517575208785609728,16.803499
41.3245683169669,67.9729040879206,517541742400828672,15.51
48.290554536251900,67.9431258524655,492956009568810624,16.7108
48.709301491805900,67.9689691902923,492959720420852416,14.5772
52.383869746807900,67.9846659260903,492805135957681216,16.453899
54.6538510725224,67.956614837223,493516829218351232,15.8348
66.50436853822780,67.95194891765060,495769144427812224,16.368799
67.3784020500425,67.999592584249,495760863731114496,15.956
67.8262403067921,67.9989263709357,495737980145322816,16.932501000000000
69.0084105185252,67.85058127188790,495535463847591616,15.7332
69.195482946458,67.0380088815523,495440076915902848,16.1675
69.1487677472672,66.92281439596540,483423278115678848,16.995899000000000
69.670658694505,66.6736316127738,483360262355729920,16.6745
69.4551076620881,67.0129123963998,483429669027003520,16.018101
69.68135291777230,67.0722431117366,483431661891969408,16.5928
69.84293680469360,67.5128451282211,495556595087114624,16.8253
69.9990156792897,67.1768477251041,483526322972174592,16.4694
69.9343747985982,66.8117380295746,483409843458126464,15.9137
69.8826221655128,66.5954294978493,483356688942942720,13.4046
63.0828878014165,66.9910061041124,490367999714865664,15.5118
63.3270838955681,67.8676544412158,490559795774030592,15.3694
63.3998539154414,67.1865119099057,490378646935747200,16.694599
63.9447431583158,67.42224216028770,490476370329903232,14.465
63.8247051795917,67.2717896114255,490471559966547712,16.8507
63.85357901398070,66.38816982702470,489528385148809280,16.5702
63.525118121782700,66.3414807333332,489539002307686784,16.534599
64.0455671078774,66.5675750812468,489548485595315072,16.9492
64.0231845934499,66.09872856452440,489333531071422016,16.5186
64.2156446618297,66.7748760080472,489555117024727296,16.608101
64.1115036192986,67.4716129461794,490477641640213376,16.871
64.4570519503934,67.8238342969031,490503961199428864,16.829
64.5342219012665,67.800682387368,490500697024285056,16.750601
64.6421382850552,67.0113828170058,489699187407503680,16.5063
64.6207164915494,66.6675343834919,489631739241460608,16.8876
64.4346646079221,66.07236585063260,489323669826492800,15.9555
64.6577606336558,66.55099275791050,489627203756007424,15.9761
64.7042896818092,66.7579564384808,489644314905683328,16.8971
64.9402185793096,66.94395254510220,489656615691966976,16.712299000000000
64.7366580728723,67.30484133631470,489724166937211520,16.9501
65.1287063643573,66.26168210707110,489419877094681856,16.5453
65.1037693759325,66.5055667473882,489439221626913792,15.8974
65.1476053070309,66.2263765846393,489419602216786176,16.306801
65.3059927580267,66.2143622350047,489417162675348864,16.806999000000000
65.4004243918986,66.2420252557844,489417334474020608,16.669201
65.2502845292212,66.4898196302389,489436369768628608,16.1689
65.5245924901418,67.0677776506821,489678880802371712,16.620701
65.4838950612475,67.5640704422399,489751963965435520,16.613501
65.8074794088699,67.7509231584882,489762782986353280,14.6919
65.9184216179488,66.7883500261796,489472035177248128,16.851299000000000
65.8494606890135,67.5477212137707,489744920219045504,16.3864
65.9624819261126,67.6207512266001,489747772077304320,14.9166
66.3239253379476,66.25036684879570,489385208118538880,16.722401
66.4124681689359,66.900246651098,489477395296330112,16.3218
66.3887245139353,67.2589919579214,489677437693258112,14.8305
66.5353949592395,67.8531081996739,495755881568819840,16.0294
66.61439407364370,67.1411470274349,489672077574323840,16.968201
66.9838451554871,66.4663581405232,489394347805641088,16.8855
66.7623072911609,66.8886079735768,489466400180025088,14.5855
66.9989495970881,67.4733451703603,495685375386104960,16.624201
66.83336853119240,67.655452934516,495702898852630080,16.8452
66.8892902316482,67.8023218646301,495757702635271680,16.741501
67.1725011211658,67.9313596425124,495760176536731264,16.101101
67.0604234978701,66.3672106140497,489389949762684672,16.0592
67.8371379645394,66.1222266291462,483363251653396864,16.530399
67.7562952759672,66.7771432155913,495404553245107712,16.316601000000000
67.76650471506080,67.31656697645330,495495194234481024,16.0375
67.6456683984157,67.7333576272388,495694961752970240,16.9223
67.8565757779309,67.817268234363,495730798960052224,16.833401000000000
67.9360951378296,66.7530206348909,495409428028385024,16.333599
68.12577303057490,67.9008578314514,495732963623832832,16.878201
68.1161521457446,67.6103160102191,495525362084650496,15.8516
68.08129720708110,67.4833469781247,495520620440794240,15.9683
68.0151200461108,66.7973656982846,495409672846108480,15.8367
68.220176083516,66.3049709228471,483367061284874112,16.183001
68.32114113560990,66.35331895716190,483373147258133888,16.861799000000000
68.4341360628338,66.6221751433393,483392869747274816,16.5516
68.320839715199,66.7444316568588,495406958426770816,15.3424
68.52969241132690,66.765900001885,483397748830104832,15.9171
68.5075511719802,66.96991739785870,495435919386972800,15.6606
68.5454251864353,67.5694810753815,495522063549738496,15.186
68.8149419811449,67.3257807720072,495456402090140416,15.4394
68.6528860914902,67.2496955298098,495455749255363968,16.1744
68.6066345442964,66.40687171661690,483375002683722880,16.8326
68.65397030420700,66.3117307477589,483325215422856704,14.9152
57.6349939528487,67.53293058047880,493308025088868800,16.7141
57.78423419785870,67.583940501923,493307818930425216,16.995199
57.728813915070500,67.6779439761955,493356266161504896,16.978001000000000
57.4996399165329,67.7346801815841,493360492409322368,15.5143
57.8592253827516,66.9349183651954,490181426336362816,16.7656
57.970247616746500,66.48685504508840,490107655978239360,15.7162
57.7966113321014,66.492919394308,490107106222440832,16.313101
57.8873778451589,66.1061854859304,490063469355201664,15.6058
58.079441183252,67.42935424768850,493291115798240384,15.19
58.6018234701122,66.5722992058358,490111813506961600,16.9084
58.514684985027300,66.23255255735950,490085906264302848,16.868099
58.8101846689845,66.4535884996432,490095630070203008,16.872601
