,ra,dec,source_id,catalog_mag,visibility
45,63.983786819773904,69.6212287794675,493912580390238592,16.435301,0
46,63.4794606557131,69.162222546719,493885268692583040,16.5825,0
47,63.4788306817261,69.460844650451,493909698466509568,16.787399,0
48,64.9704651574013,69.2326852864536,496877314709724160,16.805401,0
49,64.0300229757294,69.7526457861464,499921793688134912,16.503,0
50,64.0423201545159,68.0139414905798,490557287513358464,16.1425,0
51,64.2812561652989,68.1252106707972,490593296519122048,16.517,0
52,64.175341152599,69.3057934075118,490890645694723328,15.1881,0
53,64.2749631977288,69.5656758580111,499904197203896704,16.809999,0
54,64.5000701824762,68.8760528744417,490818558963882816,16.1406,0
55,64.3777613591654,68.8151293694279,490817734330196096,16.8326,0
56,64.7252275463605,68.8961615925818,490817322013726720,16.987499,0
57,65.0847594213197,69.005656601539,496822888884218496,16.429399,0
58,65.0578223513435,68.8107658291023,496808011117534400,16.644899,0
59,65.2743487301254,68.3848071953491,490591612891802240,15.0717,0
60,65.2877660792501,69.656479210418,496907001523479296,16.6189,0
61,65.4824485121234,69.7964865198551,496932324650585088,16.5763,0
62,65.7934808689264,69.7710737725117,496928613798822016,16.380899,0
63,66.3786512139855,69.2804302677666,496844776037664896,16.607599,0
64,66.26478062578,69.3108981333784,496856733226275072,16.2467,0
65,66.2543890607912,69.5412416322109,496911124692027520,16.5103,0
66,66.2040346306756,69.7676912172861,496917618682507648,16.0264,0
67,66.5861878036807,69.0305788028544,496650059399961280,14.3084,0
68,66.0667408753598,69.0755250831794,496815879497728896,16.3491,0
69,66.039985304929,69.4588948857094,496862123407005184,16.9529,0
70,66.896204072444,68.7767701849695,496628275326163968,16.6098,0
71,66.8858099312069,68.9290394075721,496635112913773184,16.964001,0
72,67.1587392379341,69.8853853300615,497015715736327424,16.6539,0
73,67.1931545188306,69.6013949821067,496867762702562176,16.555599,0
74,67.2759224297844,69.3951521368673,496849929998372864,16.710501,0
75,67.1647198953906,68.8169888420332,496583229709125632,16.728001,0
76,67.1089429740327,68.0645574354818,495776531772190848,16.9575,0
77,67.0228309567327,68.0493524174113,495776463052348032,15.6868,0
78,67.2068054452399,68.0085106847485,495763646869932928,16.4806,0
79,67.026534920541,68.0019958409154,495763097114133760,16.845699,0
80,67.3700256893237,69.4613118368081,496851373107370496,16.7255,0
81,67.3840402831803,69.1619907869266,496656072354129280,16.804399,0
82,67.4688868900755,69.0524195062766,496641332026604416,16.864599,0
83,67.4663807726565,68.4118408955103,495808658126857600,15.9714,0
84,67.462259336411,68.3358190152613,495805978067269248,16.5156,0
85,67.9502754147522,69.8633506929335,496970944997470400,16.9492,0
86,67.9395216971548,68.1049090766023,495785808901093504,16.311501,0
87,67.0134265875873,69.2542703152772,496659714486398208,16.609699,0
88,68.192120004908,69.0208615688848,496685175053361920,16.678499,0
89,68.322582045691,68.7817238390098,496663940735093632,14.2928,0
90,68.3265694150951,68.7825754212774,496663940735093504,14.4405,0
91,68.4946967217617,69.4785312355648,496748156453601664,16.6506,0
92,68.7972070657301,69.0979559290364,496689160782925312,16.5539,0
93,68.7834245663362,68.0758919106131,495729871247337088,16.218901,0
94,56.8620399480043,69.8916855147541,494533087199702016,16.762899,0
95,56.7271950284274,69.0190161985012,494422345763555200,15.6677,0
96,56.1139856058738,68.2950330764204,493543561094935040,15.5834,0
97,56.1725727659481,68.8054023929597,494413137353731840,16.984699,0
98,56.5983975508751,68.3184036612925,493589706224454016,15.0216,0
99,56.5461764997225,68.6828603869397,493657497987670784,16.9282,0
100,56.3702583658811,68.6890277700517,493658047739277056,16.8554,0
101,56.5549699287805,68.7250912690742,493658356981123328,15.7637,0
102,56.4506216922653,69.2481199774706,494440350266425280,16.9604,0
103,57.1792739261689,68.5917360900856,493647739822365056,16.316,0
104,57.1885984905665,68.6961850600674,493649079852102528,16.241301,0
105,57.1284817257439,68.6021838184212,493646331073092608,16.616899,0
106,57.4249023944742,69.6217709764993,494475500278628608,16.500799,0
107,57.3662044180671,69.6070351920588,494475087961773440,16.984501,0
108,57.2220839676368,69.0759367646108,493696187053015296,16.986099,0
109,57.3022821917016,68.4179427960892,493593691953977216,16.886101,0
110,57.56465949353,68.8672769273496,493675571210271872,15.0689,0
111,57.5370513053894,69.6515940558342,494850880420711168,16.434299,0
112,57.9612039109602,69.6513240686701,494839919664153600,16.250799,0
113,57.9808397232482,69.554307606762,494834800063156416,16.0833,0
114,57.8068172067115,68.855222778399,493674780936270976,16.7388,0
115,58.259434300553,68.9526778724991,493635748273395456,16.7456,0
116,58.6844853204008,69.3688670434019,494067340946761856,16.966499,0
117,58.6261152990762,69.3605106405328,494067306587035200,16.618401,0
118,58.4091720684479,68.7154559681627,493616506820003840,16.5602,0
119,58.9597407929468,68.424430088231,493419110122657408,16.227301,0
120,59.1963414223168,69.650017867617,494112042966187200,16.006001,0
121,59.1514718088033,69.1532876114157,494016385454821248,16.488701,0
122,59.5237229160089,68.3138486478987,493730546791384192,16.944599,0
123,59.6005872573395,69.1739278905241,494005596497249024,16.580299,0
124,59.8056697548272,69.1104539003984,494001610767601600,16.7516,0
125,59.6726141286599,68.7316631200063,493804969984119168,16.5811,0
126,59.711478423767296,68.4582906209662,493780024814551168,16.3067,0
127,59.9864663186502,69.2570089614157,494029854472497664,16.913401,0
128,59.8934411250075,69.36194543262,494042395776980608,15.5828,0
129,60.1403537778142,69.1371656926042,494024631792285568,16.807899,0
130,60.151805616222,69.7806318254783,494105033579424768,15.6776,0
131,60.3215480943867,68.7872559611705,493793871788909696,16.8235,0
132,60.2669989807948,68.5650616990482,493739995719244928,15.5858,0
133,60.442166508495,68.2472329314523,493720445028240896,16.405199,0
134,60.3094799213478,68.0718525847919,493709518631521216,15.3652,0
135,60.5521692305695,68.4105012163437,493723979782474624,16.541599,0
136,60.6189302045637,68.562798568481,493737831055690880,16.6446,0
137,60.5457112904654,68.8843934630518,493818095404392192,14.494,0
138,60.5417264558491,69.5173443498325,494052360101036416,16.414301,0
139,60.6551666964935,69.7087761243222,494057479702012160,16.068501,0
140,60.9197517259403,69.8879646115436,494154923919646976,15.1478,0
141,60.9955418785325,69.5901772090906,494134239357216128,16.976101,0
142,60.8076596760562,68.7921179967876,493814899948737792,16.371401,0
143,61.2856483252507,68.0919204208316,490698540397671040,16.034901,0
144,61.1007395683941,68.1453335583115,490711528378771328,16.940001,0
145,61.3492269299478,68.1496534937454,490722420415817856,15.6111,0
146,61.372113149151296,68.1775513860482,490734205806066880,16.367901,0
147,61.3662868818752,68.6878431697019,493756900710777280,16.799999,0
148,61.2914891095902,68.6432870126614,493750750317219200,16.8883,0
149,61.5933375942004,68.8186572010116,493771194361448960,16.442801,0
150,61.5298728233185,68.5245697782238,493751368792907648,16.884001,0
151,50.1403513665652,68.7094000694628,493095200869010880,16.3214,0
152,50.1267331059129,68.2453149052605,492979339831624832,16.382799,0
153,50.5056380070387,68.6777981902993,493088397641169600,15.5904,0
154,50.5313118275109,69.0269151074086,493108876044822016,16.9475,0
155,51.1685769718739,68.336153514588,493029951726332288,16.987,0
156,51.5012655218846,69.2906735178306,493142514228800128,16.587099,0
157,51.3786750284991,69.1239773157181,493135814079858432,16.8018,0
158,51.3071871136263,68.6286808210335,493060944210175232,16.546301,0
159,51.6558715234938,68.3399778975742,493016139111462912,16.787201,0
160,51.5754855403456,68.727083593211,493063108873626496,16.5397,0
161,51.8248339443059,69.3904692871846,494641556596894464,16.9778,0
162,52.635433678466,69.1374031915617,494576380470447872,16.456499,0
163,52.557347175882,68.4084930812728,492855404254783488,15.9142,0
164,52.5554573412752,68.0524393141676,492829183475967104,16.929899,0
165,52.8724976269434,68.2695088055249,492840870085474816,16.304501,0
166,52.7345610612634,68.2741760403704,492841827860460800,16.150101,0
167,52.9373935296097,69.6727709443978,494663551126465216,16.1548,0
168,52.0921590865315,69.7581473113015,542695132470168192,16.256001,0
169,52.0272567206254,68.8057862907661,493066751005822080,16.706301,0
170,52.0410074783907,68.1388096980574,492821834790497216,14.6138,0
171,52.2639848447324,68.0756733344221,492833001705473024,16.1038,0
172,52.3336245843009,68.7921364794289,493055549731096320,16.3992,0
173,52.2829833839588,68.9605533888418,494570573674731392,16.4382,0
174,53.0285178146272,68.4864991379521,492856778644280576,13.755,0
175,53.2862079725341,68.2781320075032,492839049019633024,15.7476,0
176,53.3729301800998,68.3424882604311,494340707025553408,16.8202,0
177,53.3968535714762,68.6330770223801,494360390858382592,16.9666,0
178,53.6223103269316,68.6587333707634,494354828877848320,16.573601,0
179,53.970810705029,68.5206802915591,494302395917130624,16.713301,0
180,54.1139991673373,68.9365021396109,494393827180712320,16.866199,0
181,54.031716911019295,69.0311757813273,494395334711051904,16.9828,0
182,54.0641082839811,69.1714984218768,494401351963129280,16.499599,0
183,54.0300705379635,69.6565396087022,494619879899605120,16.684,0
184,54.4041035469072,68.2762602588101,494283871720346816,16.999901,0
185,54.3798896583531,68.7852897360538,494377300146609408,16.1742,0
186,54.5140162584645,69.2847811434985,494408945465434112,16.8291,0
187,54.7269051602945,68.4951734216751,494310951491928704,14.7567,0
188,54.7910399098097,68.2504270179734,493530607473334016,16.068899,0
189,54.578008959991,68.1825240726979,494279409252271872,15.6542,0
190,54.8338342824672,68.6599812994883,494326275935151872,16.6029,0
191,55.0098281267459,68.2378453337131,493529984701704960,16.316,0
192,55.1649387880661,69.6815481214591,494701587356617472,16.909599,0
193,55.2822158450581,69.4343228976154,494501888557526400,16.6383,0
194,55.3241402462123,68.3599899193001,493555793161490880,16.7017,0
195,55.1149427690286,68.1992969159103,493550158164461312,16.1695,0
196,55.3918384548372,68.0239606774312,493532634697928192,16.843599,0
197,55.5292052938207,69.0908621132386,494434577830185728,16.830999,0
198,55.7115180185443,69.3963667742686,494494982250093312,16.3668,0
199,55.8327553793634,69.2638682628848,494443167764681728,16.585501,0
200,55.7611250324572,69.2527783713876,494489965728350080,16.071699,0
201,55.7544478958466,69.2343831739447,494437154810487424,15.1638,0
202,55.9193206494865,68.9806796557734,494418944149495040,16.5842,0
203,44.9794242229196,69.5849561070445,542122939746645504,16.0769,0
204,45.8974816112296,69.1650366557883,541347749689570816,15.7017,0
205,45.202609497165,69.8133652976061,542135652849811200,16.9851,0
206,45.0720781916804,68.7939434775678,540960755956101376,16.785801,0
207,45.4284507212566,68.7764067435373,540914439028769280,16.886499,0
208,45.2889079606068,69.3751011302339,541368915288369024,16.8109,0
209,45.7115996263749,69.6092201701572,541378295496846592,16.4184,0
210,45.7514256680986,68.1352302211853,540676051165106176,15.3926,0
211,46.0202057972264,69.1678839179081,541348986640145920,16.0161,0
212,46.2245454541134,69.064601972623,541297653191045632,16.8978,0
213,46.408306151832306,68.881928089802,541281710272478976,16.7649,0
214,46.3455678246854,68.1416576079459,540684331862019840,16.377199,0
215,46.5961564174268,69.5293578147979,541383586896544000,14.4731,0
216,46.9089439590941,69.6338309770847,541385167444461184,16.6518,0
217,46.8241751682278,68.0822773479119,540634063564783680,16.1213,0
218,46.905699347769,68.1503182363929,540687080641053440,16.9314,0
219,47.1038449513003,69.5782578225101,541343523441568128,16.0854,0
220,47.1153468348936,68.5365374144758,541071428674527232,16.5222,0
221,47.1442551659281,68.2213283233473,540642344261961600,13.8107,0
222,47.4332435221757,68.6588379775562,541079606292205312,16.4387,0
223,47.4838369072285,68.743760839838,541080499645379456,16.487101,0
224,47.6122666871797,69.1898125805165,541313974066890816,16.690201,0
225,47.3560386681395,69.7740988034778,541393585580299200,16.804199,0
226,47.684658403897295,69.6923498215104,541436088577277568,16.765499,0
227,47.7465117456915,69.2722592152437,541320639856122624,16.7309,0
228,47.728125791243,69.1441441562872,541125923219653888,16.3846,0
229,47.8785187865142,68.6403531216742,541076582635576320,16.76,0
230,47.8785040743794,68.1606570773636,541001094290621184,16.173599,0
231,47.9988418753081,69.6360088892285,541423444193708480,15.3096,0
232,47.046467775121,68.9966528480744,541287001672322560,15.5424,0
233,48.0391836220129,69.4178884819698,541323453056898880,16.7651,0
234,48.2266465195793,69.6176034389746,541423714773330176,15.4669,0
235,48.4947300568864,68.3363168997219,541010440139336960,16.521999,0
236,48.4266742485529,68.3025568312028,541005870294153856,15.8489,0
237,48.6692129024543,68.622022614486,541049988198026880,16.9023,0
238,48.6522169921599,69.2382940224123,541211822564755328,16.2878,0
239,48.7684023100186,69.321024835143,541224329509483776,16.601999,0
240,48.6379098980715,69.5331223768565,541231854292099712,16.8148,0
241,49.0575967099686,69.0771653530044,541159183445607296,16.620501,0
242,49.4321142385359,68.7478277582443,541043215032510848,16.9841,0
243,49.2321433626466,69.0908640431972,541159458320753408,16.2966,0
244,49.4016636444429,69.1808919092188,541161622986980800,16.8048,0
245,49.2887882354905,69.2559310151916,541209176864856576,16.167101,0
246,49.3422388071111,69.5150221971746,541222714601657984,16.879999,0
247,49.4568564067579,69.4046458694384,541218385274663040,16.8598,0
248,49.6621903349794,68.6586446089595,493003322928556480,14.5782,0
249,49.6427557973236,68.0350715261273,492968997550126016,16.633801,0
250,49.9893584768556,68.6085588358571,493093104924999296,13.0129,0
251,50.9787554540914,69.5761253196371,541199968455090880,15.7839,0
252,50.0256019965429,68.6287419736252,493093139284733312,16.3148,0
253,38.5416469329965,68.4256361554164,517798444006027776,16.128799,0
254,38.6626685609118,68.5125464328881,517805693911040896,15.247,0
255,38.5370661001258,69.2636738115336,517910559832097024,16.544901,0
256,38.6191744796342,69.8032286363415,544950093380040000,15.6226,0
257,38.9172723283734,69.4741759546116,541934270422954368,16.993299,0
258,38.7235892957795,69.4552873600566,541933617587930880,16.712,0
259,39.9695214527778,69.8234500599678,541965743943368064,16.128599,0
260,39.9187730713376,69.4488551340781,541922622471856768,13.0585,0
261,39.9216779053409,69.1283861524381,541864142197242624,15.9488,0
262,39.1187538945406,68.8216086851254,517834556091152384,15.9529,0
263,39.3197480477334,68.8423165525096,517839675692158400,16.419001,0
264,39.3712880814132,68.7362847451417,517830256826656384,16.9694,0
265,39.8682217202208,68.2826535014271,517619739006292992,16.487801,0
266,39.7784291773758,68.7506710898042,517823698413830528,16.658501,0
267,39.6629367175081,69.3969099892923,541923515825077632,15.6627,0
268,40.5685371187944,69.6741888454529,541954130351832832,16.993601,0
269,40.864358786634,69.6361686798641,541906301596028288,16.767599,0
270,40.4476511669492,69.8288070255054,541960555623259200,16.495399,0
271,40.2485534407512,69.5061758766286,541945540417321856,16.568501,0
272,40.4909322793694,69.3192228896234,541893313615051200,16.757299,0
273,40.1993614233187,69.1551120818164,541867058477168000,16.735701,0
274,40.1980839701424,68.7796946358471,541840743215485056,16.657801,0
275,40.3077944758558,68.7004968916564,541839403185694464,16.986401,0
276,41.0133957253357,69.119092969769,541874999874692416,16.942699,0
277,41.3058311723805,69.7897981000866,542002783740844160,15.4716,0
278,41.0896923031029,69.2171103540288,541877886090608384,16.6695,0
279,41.3293538002151,68.8538142752173,541657640169220096,16.958599,0
280,41.197406024018896,68.1936770833075,517560399738317184,16.677099,0
281,41.5564616848782,68.7960595076042,541644652188121600,16.319401,0
282,41.681093438236,68.9302468859149,541669906595802368,15.8546,0
283,41.3982211023079,69.3279014132632,541883826029605120,16.150801,0
284,41.570696901784494,69.490912794412,541887575538895872,16.306801,0
285,41.8525458018194,69.5227352595105,541980926649843968,16.837099,0
286,41.8271725356034,68.4011003887683,541585652220441088,15.7569,0
287,41.8615270045902,68.1276496044067,541563116529295104,16.485701,0
288,42.0397931812169,68.4749682566163,541587580662944512,16.316299,0
289,42.5029145501638,69.5134788577839,541796655373413376,16.688299,0
290,42.3477037030507,68.2406091848335,541568334912057280,16.861,0
291,42.4064904954086,68.1913957270201,541567274057617600,16.159201,0
292,42.9419297534417,68.0326373985458,540800639575077760,16.458099,0
293,42.8789451673008,68.0103892979844,540810878777115904,16.978001,0
294,43.6777441538362,69.5528127294607,541759585512221056,16.011,0
295,43.7264300486686,68.7933068055789,540950310595463680,16.3638,0
296,43.6535410190277,68.7927557552383,541700830359777792,16.2094,0
297,43.6568577087103,68.7920922818418,541700830359777920,16.1793,0
298,43.61741219213,68.5673290937767,540849705278674048,16.4872,0
299,43.6814710075635,68.5622543118859,540849670921627008,15.824,0
300,43.660650123794,68.2335120984613,540832250534336000,16.6833,0
301,43.984049766657,69.81711023131,541816828836302848,16.5166,0
302,43.0924603962726,68.8306507502149,541610326809605120,16.574699,0
303,43.4776292308193,68.1439603588877,540825653464586496,16.587999,0
304,43.1823420632414,68.2505400342284,540837645013266816,16.8633,0
305,43.2086168878924,68.6631506963155,541605275928113920,16.502899,0
306,44.0306489242058,69.3052991753208,541740275339383808,15.5097,0
307,44.3115837098428,68.2610766709435,540783425346297600,16.7437,0
308,44.335521696483696,69.6406899797217,541764292796555264,16.382401,0
309,44.4830856552701,69.6815158613308,542139569860012480,16.6196,0
310,44.9062447593033,68.5902929353848,540888669225081088,16.7822,0
311,44.7475083194149,69.4015118886017,541746013415675008,16.4492,0
312,34.0920642237724,69.3280440007801,521064371497462400,16.753099,0
313,34.4176214989014,69.6564845176783,521078665148340800,16.928499,0
314,34.4512854057363,69.5448018913141,521073682986359616,16.132601,0
315,34.2353181499028,69.0557782133258,521024342402469120,16.400801,0
316,34.6587502240915,68.0765147293111,520414457047143040,16.2323,0
317,34.669184290329,68.3511099978299,520427754265756160,15.6958,0
318,34.6673795232943,68.5357744962155,520816843943059712,15.2745,0
319,34.8138038541992,68.6020209146921,520807154496802048,16.9823,0
320,34.7780740705691,68.9384877169791,520832546343052800,16.4636,0
321,34.5664103858274,68.9762929765619,521021181306580608,16.3512,0
322,34.6004142272292,69.4271564744458,521060037873252480,15.8183,0
323,34.6726154125552,69.4432897451669,521060110889780992,16.5527,0
324,35.7549520257619,68.2443057847477,520736888832295168,15.9961,0
325,35.9625497409486,68.3041089733632,520743211024127872,16.1327,0
326,35.8244581254388,69.1575390978684,520850997522686016,16.1562,0
327,35.9912903570944,69.6289301650166,520971600203257856,16.9977,0
328,35.4004734941712,68.182594355991,520747471631407232,16.298901,0
329,35.2008102951415,68.2528470683497,520375729326266240,15.9955,0
330,35.1734924930332,69.0230670706042,520853952460265216,15.9553,0
331,35.3776390514078,69.2741610010024,520867524556813696,16.892,0
332,35.3498674742457,69.4602505706441,521151026757216128,16.780399,0
333,35.5607973532438,69.3459588889431,520961876397373696,16.7155,0
334,35.6635857469087,69.2053787083822,520863263949270656,16.8582,0
335,36.7104216732136,69.4867135757272,520952938568696704,16.084101,0
336,36.7556506602007,69.4646422312252,520952564908551296,16.4417,0
337,36.6441311375558,69.4617790372671,520952427469605376,16.5268,0
338,36.800520862666495,69.3597525628564,520950915641163776,16.060699,0
339,36.7308980696136,68.6735716509602,520777948719447680,16.495899,0
340,36.733409498294094,68.0357974445582,517730136847413120,16.069,0
341,36.213363962565296,69.8715212663036,521000561164806912,15.6697,0
342,36.4548403407223,69.5684838510219,520957237832922496,16.153799,0
343,36.3800234626237,69.7397884556328,520994518148720384,13.5452,0
344,37.4436294779521,69.2043635807956,520886903448637696,15.6628,0
345,37.0704925309396,68.1944520345375,517756078445000448,16.379101,0
346,37.0015110881809,69.7795396023941,520988676993380608,16.443899,0
347,37.584038279469,69.2743898818581,520910955265454976,16.568199,0
348,37.6646425604202,69.1808447503197,520909134199364224,15.3512,0
349,37.662203743029,69.1803761883665,520909134199364992,15.5791,0
350,37.6216250080242,68.8753660314087,517875852198044672,16.745701,0
351,37.7228939872575,68.1570868493977,517741303762676608,16.8141,0
352,37.752626409882,68.0190927887831,517693062690065280,14.4585,0
353,37.9731052404209,68.6694295274604,517864071106254208,16.723,0
354,37.8246186835499,68.6703826754045,517863899307974912,16.7381,0
355,37.820173142689,68.7132420956723,517865136258135616,15.5088,0
356,38.1826697056751,69.8599531233363,544957377644307072,15.0866,0
357,38.278510164107,68.3850059954686,517797340196736256,15.9727,0
358,38.3189304680834,68.3757102084484,517797310134677504,16.9932,0
359,38.1762844760079,68.3300013891723,517796687361657216,16.848499,0
360,31.9578979349166,68.6303105876895,520671880206316480,16.494499,0
361,31.934107490924,68.7004293488859,520673082796573056,16.9557,0
362,31.9689926151463,68.9666752087786,520712459056361728,16.2041,0
363,31.9156878191877,69.8310289310943,521881201261090560,16.924999,0
364,31.2031356780208,69.3291963950307,521475623205561856,16.9732,0
365,31.4434856923278,69.2885662556873,521474381956817920,16.632401,0
366,31.6444847546883,69.6344489987779,521872237665673472,16.974199,0
367,31.6869799254092,68.1853599842036,520561963402858112,15.3078,0
368,31.7088933617631,68.0351724923597,520508117404975680,16.824301,0
369,32.0430944125772,69.2222946338034,520724794202403968,15.6231,0
370,32.2171090620627,69.7002857023851,521864850321893632,16.184999,0
371,32.3616177548692,68.5867750076197,520667894476119040,16.997999,0
372,32.2478395414322,68.2799194161124,520610376274229120,16.820601,0
373,32.5953393004657,68.1588676695371,520593986679054976,14.3125,0
374,32.6801203798781,68.2237291643029,520596013903599232,16.9925,0
375,32.7140474339444,68.2872429985388,520608417769131392,16.365801,0
376,32.523819784082,69.358408778801,521100071265182720,16.3235,0
377,32.889709797468,68.5203884130937,520618240357795328,16.2519,0
378,33.3757598897603,69.4092515059346,521091515690272000,16.9289,0
379,33.4770352999467,69.288131119663,521089591545486080,16.653799,0
380,33.3306713430519,68.2983783589722,520600205791981696,15.9005,0
381,33.9180401098439,68.2248453790832,520430984080706560,16.773199,0
382,33.8477325489546,68.344707700892,520436584717986816,16.189501,0
383,33.6954759925212,69.8726733492119,521131098109025408,15.6634,0
384,33.1207137476096,68.4967148190545,520629033612390272,16.870399,0
385,33.2793721470575,69.3526858502764,521090931574757248,16.1106,0
386,33.1036631819858,69.7561933656018,521135358716224768,16.827801,0
387,34.0752020646439,68.5446966918198,520444659256412800,16.055799,0
388,30.0352095834376,69.4062718582336,521516614373163904,15.8684,0
389,30.1301193006383,69.3058380646831,521512697363027968,16.9167,0
390,30.2435258079994,68.9531124114991,521360552442048256,13.374,0
391,30.2431502550447,68.6526319231139,521335572912350080,16.875299,0
392,30.6056259345142,68.254695911123,520552411395580800,16.580799,0
393,30.5318799644903,68.4973940888717,521330384592192256,16.9937,0
394,30.6310826488198,68.5059660055197,521329972275329408,15.7384,0
395,30.4676580889467,69.0189550587427,521451880626495616,16.630899,0
396,30.3733103433263,69.2946060690245,521465212204604032,16.814501,0
397,30.6270168931636,69.8597965822743,521553757250154112,16.317801,0
398,31.0516213436798,67.9456641875877,520531589394350080,14.3982,0
399,34.3253069082701,67.9579069296923,520389546236424960,16.067801,0
400,40.3251785373361,67.996913228866,517575208785609728,16.803499,0
401,41.3245683169669,67.9729040879206,517541742400828672,15.51,0
402,48.2905545362519,67.9431258524655,492956009568810624,16.7108,0
403,48.7093014918059,67.9689691902923,492959720420852416,14.5772,0
404,52.3838697468079,67.9846659260903,492805135957681216,16.453899,0
405,54.6538510725224,67.956614837223,493516829218351232,15.8348,0
406,66.5043685382278,67.9519489176506,495769144427812224,16.368799,0
407,67.3784020500425,67.999592584249,495760863731114496,15.956,0
408,67.8262403067921,67.9989263709357,495737980145322816,16.932501,0
409,69.0084105185252,67.8505812718879,495535463847591616,15.7332,0
410,69.195482946458,67.0380088815523,495440076915902848,16.1675,0
411,69.1487677472672,66.9228143959654,483423278115678848,16.995899,0
412,69.670658694505,66.6736316127738,483360262355729920,16.6745,0
413,69.4551076620881,67.0129123963998,483429669027003520,16.018101,0
414,69.6813529177723,67.0722431117366,483431661891969408,16.5928,0
415,69.8429368046936,67.5128451282211,495556595087114624,16.8253,0
416,69.9990156792897,67.1768477251041,483526322972174592,16.4694,0
417,69.9343747985982,66.8117380295746,483409843458126464,15.9137,0
418,69.8826221655128,66.5954294978493,483356688942942720,13.4046,0
419,63.0828878014165,66.9910061041124,490367999714865664,15.5118,0
420,63.3270838955681,67.8676544412158,490559795774030592,15.3694,0
421,63.3998539154414,67.1865119099057,490378646935747200,16.694599,0
422,63.9447431583158,67.4222421602877,490476370329903232,14.465,0
423,63.8247051795917,67.2717896114255,490471559966547712,16.8507,0
424,63.8535790139807,66.3881698270247,489528385148809280,16.5702,0
425,63.525118121782704,66.3414807333332,489539002307686784,16.534599,0
426,64.0455671078774,66.5675750812468,489548485595315072,16.9492,0
427,64.0231845934499,66.0987285645244,489333531071422016,16.5186,0
428,64.2156446618297,66.7748760080472,489555117024727296,16.608101,0
429,64.1115036192986,67.4716129461794,490477641640213376,16.871,0
430,64.4570519503934,67.8238342969031,490503961199428864,16.829,0
431,64.5342219012665,67.800682387368,490500697024285056,16.750601,0
432,64.6421382850552,67.0113828170058,489699187407503680,16.5063,0
433,64.6207164915494,66.6675343834919,489631739241460608,16.8876,0
434,64.4346646079221,66.0723658506326,489323669826492800,15.9555,0
435,64.6577606336558,66.5509927579105,489627203756007424,15.9761,0
436,64.7042896818092,66.7579564384808,489644314905683328,16.8971,0
437,64.9402185793096,66.9439525451022,489656615691966976,16.712299,0
438,64.7366580728723,67.3048413363147,489724166937211520,16.9501,0
